symbol,time,recent_message_type,bid_no_of_order,bid_quantity,bid_price,ask_price,ask_quantity,ask_no_of_order
GARAN,1572879218586589239,E,33,114287,9.47,9.49,150143,6
GARAN,1572879221026787006,A,1,100,9.48,9.49,150143,6
GARAN,1572879234347420183,E,32,100084,9.47,9.49,154108,7
GARAN,1572879234475388368,A,1,5831,9.48,9.49,154108,7
GARAN,1572879234614121635,E,33,104325,9.47,9.49,154108,7
GARAN,1572879234614121635,A,33,104325,9.47,9.48,1669,1
GARAN,1572879235135952388,E,33,100184,9.47,9.49,150143,6
GARAN,1572879237837279280,A,34,105281,9.47,9.48,1000,1
GARAN,1572879254062537856,E,33,107569,9.47,9.49,152644,8
GARAN,1572879257954318987,A,35,118062,9.47,9.48,3113,1
GARAN,1572879258961125328,E,36,121167,9.47,9.49,155144,9
GARAN,1572879261879401008,A,1,500,9.48,9.49,155144,9
GARAN,1572879440769379164,E,32,107430,9.47,9.49,227899,23
GARAN,1572879440769712093,A,1,1100,9.48,9.49,227899,23
GARAN,1572879440770171511,E,32,107430,9.47,9.49,227899,23
GARAN,1572879441074019802,A,1,13710,9.48,9.49,227899,23
GARAN,1572879441074283922,E,33,112458,9.47,9.49,227899,23
GARAN,1572879443747999845,A,21,105825,9.47,9.48,20000,1
GARAN,1572879465275673927,E,24,115630,9.47,9.49,204076,18
GARAN,1572879465320540035,A,1,10423,9.48,9.49,204076,18
GARAN,1572879524393182934,E,28,113667,9.47,9.49,173945,24
GARAN,1572879524393182934,A,28,113667,9.47,9.48,104604,1
GARAN,1572879600129629792,D,28,106170,9.46,9.48,119705,7
GARAN,1572879600129629792,D,50,87298,9.45,9.48,119705,7
GARAN,1572879600129629792,D,13,9285,9.44,9.48,119705,7
GARAN,1572879600129629792,D,18,75976,9.43,9.48,119705,7
GARAN,1572879600129629792,D,30,34901,9.42,9.48,119705,7
GARAN,1572879600129629792,D,23,59902,9.41,9.48,119705,7
GARAN,1572879600129629792,D,52,87195,9.4,9.48,119705,7
GARAN,1572879600129629792,D,28,66742,9.39,9.48,119705,7
GARAN,1572879600129629792,D,21,20793,9.38,9.48,119705,7
GARAN,1572879600129629792,D,21,82215,9.37,9.48,119705,7
GARAN,1572879600129629792,D,15,35384,9.36,9.48,119705,7
GARAN,1572879600129629792,D,22,20816,9.35,9.48,119705,7
GARAN,1572879600129629792,D,7,21738,9.34,9.48,119705,7
GARAN,1572879600129629792,D,7,5903,9.33,9.48,119705,7
GARAN,1572879600129629792,D,5,2377,9.32,9.48,119705,7
GARAN,1572879600129629792,D,8,4055,9.31,9.48,119705,7
GARAN,1572879600129629792,D,16,10213,9.3,9.48,119705,7
GARAN,1572879600129629792,D,11,23237,9.29,9.48,119705,7
GARAN,1572879600129629792,D,29,9780,9.28,9.48,119705,7
GARAN,1572879600129629792,D,3,1900,9.27,9.48,119705,7
GARAN,1572879600129629792,D,5,12155,9.26,9.48,119705,7
GARAN,1572879600129629792,D,12,13628,9.25,9.48,119705,7
GARAN,1572879600129629792,D,5,6904,9.24,9.48,119705,7
GARAN,1572879600129629792,D,5,10150,9.23,9.48,119705,7
GARAN,1572879600129629792,D,5,807,9.22,9.48,119705,7
GARAN,1572879600129629792,D,3,329,9.21,9.48,119705,7
GARAN,1572879600129629792,D,21,28566,9.2,9.48,119705,7
GARAN,1572879600129629792,D,2,43,9.19,9.48,119705,7
GARAN,1572879600129629792,D,8,2251,9.18,9.48,119705,7
GARAN,1572879600129629792,D,1,500,9.17,9.48,119705,7
GARAN,1572879600129629792,D,7,725,9.16,9.48,119705,7
GARAN,1572879600129629792,D,9,5419,9.15,9.48,119705,7
GARAN,1572879600129629792,D,2,210,9.14,9.48,119705,7
GARAN,1572879600129629792,D,1,328,9.13,9.48,119705,7
GARAN,1572879600129629792,D,7,2133,9.12,9.48,119705,7
GARAN,1572879600129629792,D,15,22789,9.1,9.48,119705,7
GARAN,1572879600129629792,D,3,116,9.09,9.48,119705,7
GARAN,1572879600129629792,D,5,1214,9.08,9.48,119705,7
GARAN,1572879600129629792,D,2,210,9.06,9.48,119705,7
GARAN,1572879600129629792,D,7,254,9.05,9.48,119705,7
GARAN,1572879600129629792,D,4,810,9.04,9.48,119705,7
GARAN,1572879600129629792,D,2,112,9.03,9.48,119705,7
GARAN,1572879600129629792,D,3,2076,9.02,9.48,119705,7
GARAN,1572879600129629792,D,2,1110,9.01,9.48,119705,7
GARAN,1572879600129629792,D,19,25834,9.0,9.48,119705,7
GARAN,1572879600129629792,D,2,294,8.99,9.48,119705,7
GARAN,1572879600129629792,D,2,290,8.98,9.48,119705,7
GARAN,1572879600129629792,D,2,11,8.96,9.48,119705,7
GARAN,1572879600129629792,D,3,160,8.95,9.48,119705,7
GARAN,1572879600129629792,D,1,10,8.94,9.48,119705,7
GARAN,1572879600129629792,D,3,36,8.92,9.48,119705,7
GARAN,1572879600129629792,D,1,200,8.91,9.48,119705,7
GARAN,1572879600129629792,D,6,1275,8.9,9.48,119705,7
GARAN,1572879600129629792,D,1,11,8.89,9.48,119705,7
GARAN,1572879600129629792,D,4,2042,8.88,9.48,119705,7
GARAN,1572879600129629792,D,1,1000,8.87,9.48,119705,7
GARAN,1572879600129629792,D,2,1010,8.86,9.48,119705,7
GARAN,1572879600129629792,D,1,10,8.84,9.48,119705,7
GARAN,1572879600129629792,D,1,10,8.82,9.48,119705,7
GARAN,1572879600129629792,D,1,10,8.81,9.48,119705,7
GARAN,1572879600129629792,D,5,83,8.8,9.48,119705,7
GARAN,1572879600129629792,D,1,380,8.79,9.48,119705,7
GARAN,1572879600129629792,D,1,10,8.78,9.48,119705,7
GARAN,1572879600129629792,D,1,10,8.76,9.48,119705,7
GARAN,1572879600129629792,D,1,100,8.75,9.48,119705,7
GARAN,1572879600129629792,D,1,10,8.74,9.48,119705,7
GARAN,1572879600129629792,D,4,720,8.72,9.48,119705,7
GARAN,1572879600129629792,D,3,155,8.7,9.48,119705,7
GARAN,1572879600129629792,D,2,357,8.64,9.48,119705,7
GARAN,1572879600129629792,D,1,2500,8.62,9.48,119705,7
GARAN,1572879600129629792,D,1,1,8.61,9.48,119705,7
GARAN,1572879600129629792,D,1,5,8.6,9.48,119705,7
GARAN,1572879600129629792,D,3,15,8.51,9.48,119705,7
GARAN,1572879600129629792,D,8,140,8.5,9.48,119705,7
GARAN,1572879600129629792,D,1,5,8.46,9.48,119705,7
GARAN,1572879600129629792,D,1,5,8.4,9.48,119705,7
GARAN,1572879600129629792,D,2,275,8.35,9.48,119705,7
GARAN,1572879600129629792,D,1,5,8.3,9.48,119705,7
GARAN,1572879600129629792,D,2,100,8.25,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.23,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.21,9.48,119705,7
GARAN,1572879600129629792,D,4,560,8.2,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.19,9.48,119705,7
GARAN,1572879600129629792,D,1,8,8.18,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.17,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.15,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.13,9.48,119705,7
GARAN,1572879600129629792,D,1,14,8.12,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.11,9.48,119705,7
GARAN,1572879600129629792,D,2,55,8.1,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.09,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.07,9.48,119705,7
GARAN,1572879600129629792,D,1,3000,8.06,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.05,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.03,9.48,119705,7
GARAN,1572879600129629792,D,1,20,8.02,9.48,119705,7
GARAN,1572879600129629792,D,1,13,8.01,9.48,119705,7
GARAN,1572879600129629792,D,3,7,8.0,9.48,119705,7
GARAN,1572879600129629792,D,1,13,7.99,9.48,119705,7
GARAN,1572879600129629792,D,1,5,7.9,9.48,119705,7
GARAN,1572879600129629792,D,1,115,7.83,9.48,119705,7
GARAN,1572879600129629792,D,1,5,7.8,9.48,119705,7
GARAN,1572879600129629792,D,1,5,7.7,9.48,119705,7
GARAN,1572879600129629792,D,1,10,7.61,9.48,119705,7
GARAN,1572879600129629792,D,1,300,7.6,9.48,119705,7
GARAN,1572879600129629792,D,1,5,7.56,9.48,119705,7
GARAN,1572879600129629792,D,1,10,7.51,9.48,119705,7
GARAN,1572879600129629792,D,2,1300,7.5,9.48,119705,7
GARAN,1572879600129629792,D,7,67015,7.43,9.48,119705,7
GARAN,1572879920183890892,A,6,287107,9.47,9.48,31956,1
GARAN,1572880020152430103,D,31,191987,9.46,9.48,67281,10
GARAN,1572880020152430103,D,51,110644,9.45,9.48,67281,10
GARAN,1572880020152430103,D,14,14285,9.44,9.48,67281,10
GARAN,1572880020152430103,D,16,66974,9.43,9.48,67281,10
GARAN,1572880020152430103,D,30,34901,9.42,9.48,67281,10
GARAN,1572880020152430103,D,23,59902,9.41,9.48,67281,10
GARAN,1572880020152430103,D,53,87196,9.4,9.48,67281,10
GARAN,1572880020152430103,D,28,66742,9.39,9.48,67281,10
GARAN,1572880020152430103,D,20,15793,9.38,9.48,67281,10
GARAN,1572880020152430103,D,21,82215,9.37,9.48,67281,10
GARAN,1572880020152430103,D,15,35384,9.36,9.48,67281,10
GARAN,1572880020152430103,D,22,20816,9.35,9.48,67281,10
GARAN,1572880020152430103,D,7,21738,9.34,9.48,67281,10
GARAN,1572880020152430103,D,7,5903,9.33,9.48,67281,10
GARAN,1572880020152430103,D,5,2377,9.32,9.48,67281,10
GARAN,1572880020152430103,D,8,4055,9.31,9.48,67281,10
GARAN,1572880020152430103,D,16,10213,9.3,9.48,67281,10
GARAN,1572880020152430103,D,10,22167,9.29,9.48,67281,10
GARAN,1572880020152430103,D,29,9780,9.28,9.48,67281,10
GARAN,1572880020152430103,D,2,300,9.27,9.48,67281,10
GARAN,1572880020152430103,D,5,12155,9.26,9.48,67281,10
GARAN,1572880020152430103,D,10,13626,9.25,9.48,67281,10
GARAN,1572880020152430103,D,5,6904,9.24,9.48,67281,10
GARAN,1572880020152430103,D,5,10150,9.23,9.48,67281,10
GARAN,1572880020152430103,D,5,807,9.22,9.48,67281,10
GARAN,1572880020152430103,D,3,329,9.21,9.48,67281,10
GARAN,1572880020152430103,D,22,29636,9.2,9.48,67281,10
GARAN,1572880020152430103,D,2,43,9.19,9.48,67281,10
GARAN,1572880020152430103,D,8,2251,9.18,9.48,67281,10
GARAN,1572880020152430103,D,1,500,9.17,9.48,67281,10
GARAN,1572880020152430103,D,7,725,9.16,9.48,67281,10
GARAN,1572880020152430103,D,9,5419,9.15,9.48,67281,10
GARAN,1572880020152430103,D,2,210,9.14,9.48,67281,10
GARAN,1572880020152430103,D,1,328,9.13,9.48,67281,10
GARAN,1572880020152430103,D,7,2133,9.12,9.48,67281,10
GARAN,1572880020152430103,D,14,1216,9.1,9.48,67281,10
GARAN,1572880020152430103,D,3,116,9.09,9.48,67281,10
GARAN,1572880020152430103,D,5,1214,9.08,9.48,67281,10
GARAN,1572880020152430103,D,2,210,9.06,9.48,67281,10
GARAN,1572880020152430103,D,7,254,9.05,9.48,67281,10
GARAN,1572880020152430103,D,4,810,9.04,9.48,67281,10
GARAN,1572880020152430103,D,2,112,9.03,9.48,67281,10
GARAN,1572880020152430103,D,3,2076,9.02,9.48,67281,10
GARAN,1572880020152430103,D,2,1110,9.01,9.48,67281,10
GARAN,1572880020152430103,D,18,4261,9.0,9.48,67281,10
GARAN,1572880020152430103,D,2,294,8.99,9.48,67281,10
GARAN,1572880020152430103,D,2,290,8.98,9.48,67281,10
GARAN,1572880020152430103,D,2,11,8.96,9.48,67281,10
GARAN,1572880020152430103,D,3,160,8.95,9.48,67281,10
GARAN,1572880020152430103,D,1,10,8.94,9.48,67281,10
GARAN,1572880020152430103,D,3,36,8.92,9.48,67281,10
GARAN,1572880020152430103,D,1,200,8.91,9.48,67281,10
GARAN,1572880020152430103,D,6,1275,8.9,9.48,67281,10
GARAN,1572880020152430103,D,1,11,8.89,9.48,67281,10
GARAN,1572880020152430103,D,4,2042,8.88,9.48,67281,10
GARAN,1572880020152430103,D,1,1000,8.87,9.48,67281,10
GARAN,1572880020152430103,D,2,1010,8.86,9.48,67281,10
GARAN,1572880020152430103,D,1,10,8.84,9.48,67281,10
GARAN,1572880020152430103,D,1,10,8.82,9.48,67281,10
GARAN,1572880020152430103,D,1,10,8.81,9.48,67281,10
GARAN,1572880020152430103,D,5,83,8.8,9.48,67281,10
GARAN,1572880020152430103,D,1,380,8.79,9.48,67281,10
GARAN,1572880020152430103,D,1,10,8.78,9.48,67281,10
GARAN,1572880020152430103,D,1,10,8.76,9.48,67281,10
GARAN,1572880020152430103,D,1,100,8.75,9.48,67281,10
GARAN,1572880020152430103,D,1,10,8.74,9.48,67281,10
GARAN,1572880020152430103,D,4,720,8.72,9.48,67281,10
GARAN,1572880020152430103,D,3,155,8.7,9.48,67281,10
GARAN,1572880020152430103,D,2,357,8.64,9.48,67281,10
GARAN,1572880020152430103,D,1,2500,8.62,9.48,67281,10
GARAN,1572880020152430103,D,1,1,8.61,9.48,67281,10
GARAN,1572880020152430103,D,1,5,8.6,9.48,67281,10
GARAN,1572880020152430103,D,3,15,8.51,9.48,67281,10
GARAN,1572880020152430103,D,8,140,8.5,9.48,67281,10
GARAN,1572880020152430103,D,1,5,8.46,9.48,67281,10
GARAN,1572880020152430103,D,1,5,8.4,9.48,67281,10
GARAN,1572880020152430103,D,2,275,8.35,9.48,67281,10
GARAN,1572880020152430103,D,1,5,8.3,9.48,67281,10
GARAN,1572880020152430103,D,2,100,8.25,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.23,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.21,9.48,67281,10
GARAN,1572880020152430103,D,4,560,8.2,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.19,9.48,67281,10
GARAN,1572880020152430103,D,1,8,8.18,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.17,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.15,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.13,9.48,67281,10
GARAN,1572880020152430103,D,1,14,8.12,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.11,9.48,67281,10
GARAN,1572880020152430103,D,2,55,8.1,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.09,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.07,9.48,67281,10
GARAN,1572880020152430103,D,1,3000,8.06,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.05,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.03,9.48,67281,10
GARAN,1572880020152430103,D,1,20,8.02,9.48,67281,10
GARAN,1572880020152430103,D,1,13,8.01,9.48,67281,10
GARAN,1572880020152430103,D,3,7,8.0,9.48,67281,10
GARAN,1572880020152430103,D,1,13,7.99,9.48,67281,10
GARAN,1572880020152430103,D,1,5,7.9,9.48,67281,10
GARAN,1572880020152430103,D,1,115,7.83,9.48,67281,10
GARAN,1572880020152430103,D,1,5,7.8,9.48,67281,10
GARAN,1572880020152430103,D,1,5,7.7,9.48,67281,10
GARAN,1572880020152430103,D,1,10,7.61,9.48,67281,10
GARAN,1572880020152430103,D,1,300,7.6,9.48,67281,10
GARAN,1572880020152430103,D,1,5,7.56,9.48,67281,10
GARAN,1572880020152430103,D,1,10,7.51,9.48,67281,10
GARAN,1572880020152430103,D,2,1300,7.5,9.48,67281,10
GARAN,1572880020152430103,D,7,67015,7.43,9.48,67281,10
GARAN,1572880080141673956,A,6,287107,9.47,9.48,31956,1
GARAN,1572880200116240965,D,28,26987,9.46,9.48,66282,9
GARAN,1572880200116240965,D,49,80592,9.45,9.48,66282,9
GARAN,1572880200116240965,D,13,9285,9.44,9.48,66282,9
GARAN,1572880200116240965,D,16,66974,9.43,9.48,66282,9
GARAN,1572880200116240965,D,30,34901,9.42,9.48,66282,9
GARAN,1572880200116240965,D,23,59902,9.41,9.48,66282,9
GARAN,1572880200116240965,D,53,87196,9.4,9.48,66282,9
GARAN,1572880200116240965,D,27,65742,9.39,9.48,66282,9
GARAN,1572880200116240965,D,20,15793,9.38,9.48,66282,9
GARAN,1572880200116240965,D,21,82215,9.37,9.48,66282,9
GARAN,1572880200116240965,D,15,35384,9.36,9.48,66282,9
GARAN,1572880200116240965,D,21,15816,9.35,9.48,66282,9
GARAN,1572880200116240965,D,7,21738,9.34,9.48,66282,9
GARAN,1572880200116240965,D,7,5903,9.33,9.48,66282,9
GARAN,1572880200116240965,D,5,2377,9.32,9.48,66282,9
GARAN,1572880200116240965,D,8,4055,9.31,9.48,66282,9
GARAN,1572880200116240965,D,16,10213,9.3,9.48,66282,9
GARAN,1572880200116240965,D,10,22167,9.29,9.48,66282,9
GARAN,1572880200116240965,D,28,9775,9.28,9.48,66282,9
GARAN,1572880200116240965,D,2,300,9.27,9.48,66282,9
GARAN,1572880200116240965,D,5,12155,9.26,9.48,66282,9
GARAN,1572880200116240965,D,10,13626,9.25,9.48,66282,9
GARAN,1572880200116240965,D,5,6904,9.24,9.48,66282,9
GARAN,1572880200116240965,D,5,10150,9.23,9.48,66282,9
GARAN,1572880200116240965,D,5,807,9.22,9.48,66282,9
GARAN,1572880200116240965,D,3,329,9.21,9.48,66282,9
GARAN,1572880200116240965,D,22,29636,9.2,9.48,66282,9
GARAN,1572880200116240965,D,2,43,9.19,9.48,66282,9
GARAN,1572880200116240965,D,8,2251,9.18,9.48,66282,9
GARAN,1572880200116240965,D,1,500,9.17,9.48,66282,9
GARAN,1572880200116240965,D,7,725,9.16,9.48,66282,9
GARAN,1572880200116240965,D,9,5419,9.15,9.48,66282,9
GARAN,1572880200116240965,D,2,210,9.14,9.48,66282,9
GARAN,1572880200116240965,D,1,328,9.13,9.48,66282,9
GARAN,1572880200116240965,D,7,2133,9.12,9.48,66282,9
GARAN,1572880200116240965,D,14,1216,9.1,9.48,66282,9
GARAN,1572880200116240965,D,3,116,9.09,9.48,66282,9
GARAN,1572880200116240965,D,5,1214,9.08,9.48,66282,9
GARAN,1572880200116240965,D,2,210,9.06,9.48,66282,9
GARAN,1572880200116240965,D,7,254,9.05,9.48,66282,9
GARAN,1572880200116240965,D,4,810,9.04,9.48,66282,9
GARAN,1572880200116240965,D,2,112,9.03,9.48,66282,9
GARAN,1572880200116240965,D,3,2076,9.02,9.48,66282,9
GARAN,1572880200116240965,D,2,1110,9.01,9.48,66282,9
GARAN,1572880200116240965,D,18,4261,9.0,9.48,66282,9
GARAN,1572880200116240965,D,2,294,8.99,9.48,66282,9
GARAN,1572880200116240965,D,2,290,8.98,9.48,66282,9
GARAN,1572880200116240965,D,2,11,8.96,9.48,66282,9
GARAN,1572880200116240965,D,3,160,8.95,9.48,66282,9
GARAN,1572880200116240965,D,1,10,8.94,9.48,66282,9
GARAN,1572880200116240965,D,3,36,8.92,9.48,66282,9
GARAN,1572880200116240965,D,1,200,8.91,9.48,66282,9
GARAN,1572880200116240965,D,6,1275,8.9,9.48,66282,9
GARAN,1572880200116240965,D,1,11,8.89,9.48,66282,9
GARAN,1572880200116240965,D,4,2042,8.88,9.48,66282,9
GARAN,1572880200116240965,D,1,1000,8.87,9.48,66282,9
GARAN,1572880200116240965,D,2,1010,8.86,9.48,66282,9
GARAN,1572880200116240965,D,1,10,8.84,9.48,66282,9
GARAN,1572880200116240965,D,1,10,8.82,9.48,66282,9
GARAN,1572880200116240965,D,1,10,8.81,9.48,66282,9
GARAN,1572880200116240965,D,5,83,8.8,9.48,66282,9
GARAN,1572880200116240965,D,1,380,8.79,9.48,66282,9
GARAN,1572880200116240965,D,1,10,8.78,9.48,66282,9
GARAN,1572880200116240965,D,1,10,8.76,9.48,66282,9
GARAN,1572880200116240965,D,1,100,8.75,9.48,66282,9
GARAN,1572880200116240965,D,1,10,8.74,9.48,66282,9
GARAN,1572880200116240965,D,4,720,8.72,9.48,66282,9
GARAN,1572880200116240965,D,3,155,8.7,9.48,66282,9
GARAN,1572880200116240965,D,2,357,8.64,9.48,66282,9
GARAN,1572880200116240965,D,1,2500,8.62,9.48,66282,9
GARAN,1572880200116240965,D,1,1,8.61,9.48,66282,9
GARAN,1572880200116240965,D,1,5,8.6,9.48,66282,9
GARAN,1572880200116240965,D,3,15,8.51,9.48,66282,9
GARAN,1572880200116240965,D,8,140,8.5,9.48,66282,9
GARAN,1572880200116240965,D,1,5,8.46,9.48,66282,9
GARAN,1572880200116240965,D,1,5,8.4,9.48,66282,9
GARAN,1572880200116240965,D,2,275,8.35,9.48,66282,9
GARAN,1572880200116240965,D,1,5,8.3,9.48,66282,9
GARAN,1572880200116240965,D,2,100,8.25,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.23,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.21,9.48,66282,9
GARAN,1572880200116240965,D,4,560,8.2,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.19,9.48,66282,9
GARAN,1572880200116240965,D,1,8,8.18,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.17,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.15,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.13,9.48,66282,9
GARAN,1572880200116240965,D,1,14,8.12,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.11,9.48,66282,9
GARAN,1572880200116240965,D,2,55,8.1,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.09,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.07,9.48,66282,9
GARAN,1572880200116240965,D,1,3000,8.06,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.05,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.03,9.48,66282,9
GARAN,1572880200116240965,D,1,20,8.02,9.48,66282,9
GARAN,1572880200116240965,D,1,13,8.01,9.48,66282,9
GARAN,1572880200116240965,D,3,7,8.0,9.48,66282,9
GARAN,1572880200116240965,D,1,13,7.99,9.48,66282,9
GARAN,1572880200116240965,D,1,5,7.9,9.48,66282,9
GARAN,1572880200116240965,D,1,115,7.83,9.48,66282,9
GARAN,1572880200116240965,D,1,5,7.8,9.48,66282,9
GARAN,1572880200116240965,D,1,5,7.7,9.48,66282,9
GARAN,1572880200116240965,D,1,10,7.61,9.48,66282,9
GARAN,1572880200116240965,D,1,300,7.6,9.48,66282,9
GARAN,1572880200116240965,D,1,5,7.56,9.48,66282,9
GARAN,1572880200116240965,D,1,10,7.51,9.48,66282,9
GARAN,1572880200116240965,D,2,1300,7.5,9.48,66282,9
GARAN,1572880200116240965,D,7,67015,7.43,9.48,66282,9
